,Title,Authors,Abstract,Citation,URL
10,Pre-exercise Caffeine Intake Enhances Bench Press Strength Training Adaptations.,"Giráldez-Costas V, Ruíz-Moreno C, González-García J, Lara B, Del Coso J, Salinero JJ.","Previous research has identified acute caffeine intake as an effective ergogenic aid to enhance velocity and power during bench press exercise. However, no previous investigation has analyzed the effects of chronic intake of caffeine on training adaptations induced by bench press strength training. Thus, the aim of this investigation was to determine the effects of pre-exercise caffeine intake on training adaptations induced by a bench press training protocol. Using a double-blind, randomized experimental design, 16 healthy participants underwent a bench press training protocol for 4 weeks (12 sessions). Seven participants ingested a placebo and nine participants ingested 3 mg/kg/BM of caffeine before each training session. Three days before, and 3 days after the completion of the training protocol, participants performed a one-repetition maximum (1RM) bench press and force-velocity test (from 10 to 100% 1RM). From comparable pre-training values, the strength training similarly increased 1RM in the caffeine and placebo groups (+13.5 ± 7.8% vs. +11.3 ± 5.3%, respectively; p = 0.53). In the caffeine group, the strength training induced a higher mean velocity at 40%, (0.81 ± 0.08 vs. 0.90 ± 0.14 m/s), 60% (0.60 ± 0.06 vs. 0.65 ± 0.06 m/s), 70% (0.47 ± 0.05 vs. 0.55 ± 0.06 m/s), 80% (0.37 ± 0.06 vs. 0.45 ± 0.05 m/s), 90% (0.26 ± 0.07 vs. 0.34 ± 0.06 m/s), and 100% 1RM (0.14 ± 0.04 vs. 0.25 ± 0.05 m/s; p < 0.05) while the increases in the placebo group were evident only at 30 (0.95 ± 0.06 vs. 1.03 ± 0.07 m/s), 70% (0.51 ± 0.03 vs. 0.57 ± 0.05 m/s) and 80% 1RM (0.37 ± 0.06 vs. 0.45 ± 0.05 m/s) (p < 0.05). The placebo group only increased peak velocity at 60 and 70% 1RM (p < 0.05) while peak velocity increased at 10%, and from 30 to 100% 1RM in the caffeine group (p < 0.05). The use of 3 mg/kg/BM of caffeine before exercise did not modify improvements in 1RM obtained during a 4 week bench press strength training program but induced more muscle performance adaptations over a wider range of load.
Keywords:
        
      
      ergogenic aid; muscle strength; resistance exercise; resistance training; stimulant.
",Front Nutr. 2021 Jan 26;8:622564. doi: 10.3389/fnut.2021.622564. eCollection 2021.,https://pubmed.ncbi.nlm.nih.gov/33575270/
11,Potentiation of Bench Press Throw Performance Using a Heavy Load and Velocity-Based Repetition Control.,"Tsoukos A, Brown LE, Terzis G, Veligekas P, Bogdanis GC.","Tsoukos, A, Brown, LE, Terzis, G, Veligekas, P, and Bogdanis, GC. Potentiation of bench press throw performance using a heavy load and velocity-based repetition control. J Strength Cond Res 35(2S): S72-S79, 2021-The acute effects of heavy load bench press exercise on subsequent bench press throw (BPT) performance and surface electromyographic (sEMG) activity were examined using movement velocity control. Eleven resistance-trained men completed 3 conditions in randomized and counterbalanced order. In 2 conditions, bench press was performed as fast as possible against a load of 80% of 1 repetition maximum, until mean velocity dropped to 90% (C90) or 70% (C70) of the fastest repetition. In the control condition, no bench press was performed. Single maximal BPT efforts were performed in all conditions after warm-up and throughout the 12 minutes of subsequent recovery. Mean propulsive velocity (MPV), peak velocity (PV), and sEMG activity of the prime mover muscles were measured during the BPT efforts. The total number of repetitions and volume load during bench press were significantly greater in C70 compared with C90 (6.5 ± 1.9 vs. 3.4 ± 0.9 repetitions and 557.8 ± 177.8 vs. 293.8 ± 95.7 kg, p < 0.01). In C90, MPV was increased 5.3-7.4% (p < 0.01) for a prolonged period (4-12 minutes), while in C70, MPV increased only at 10 minutes (+5.9%, p < 0.01) and 12 minutes (+4.3%, p < 0.01). Peak velocity was improved only in the C90 at 8-12th min by 3.6-4.7% (p ≤ 0.05). Surface electromyographic activity of the pectoralis major muscle was significantly greater than baseline at 10 minutes of recovery only in the C90 (p < 0.01). Performance gains may be optimized by taking into account the individual fatigue profiles, allowing a percentage drop of only 10% in movement velocity during the conditioning bench press exercise.
",J Strength Cond Res. 2021 Feb 1;35(Suppl 2):S72-S79. doi: 10.1519/JSC.0000000000003633.,https://pubmed.ncbi.nlm.nih.gov/32398633/
12,Effect of Bench Press Load Knowledge on One Repetition Maximum Strength.,"Snarr RL, Adams K, Cook J.","Snarr, RL, Adams, K, and Cook, J. Effect of bench press load knowledge on one repetition maximum strength. J Strength Cond Res 35(8): 2121-2126, 2021-Knowledge of a given load and visual feedback are crucial while performing a given task. Although previous literature has examined the consequences of lifting a submaximal weight, the removal of load knowledge has yet to be examined under maximal effort. Therefore, the purpose of this investigation was to examine the differences in 1 repetition maximum (1RM) bench press values between a known and unknown external load. Twenty resistance-trained subjects (10 male subjects and 10 female subjects) completed 2 trials of a 1RM bench press protocol separated by 48-72 hours. The two 1RM trials consisted of (a) a traditional 1RM lift in which subjects could see the external load and (b) a 1RM lift in which the external load was blocked from view of the subject. Trials were randomized for all subjects. Results indicated that no differences were observed when the load was known vs. unknown within all subjects (p = 0.094; Cohen's d = 0.03; intraclass correlation coefficient = 0.99). In addition, 40% decreased and 15% increased their 1RM, despite the unknown condition. A statistical difference was found between the initial 1RM estimation vs. measured 1RM during the known load trial (p = 0.034, Cohen's d = 0.07). Practitioners should note that load knowledge before a maximal lift does not appear to present any significant detrimental effects on performance. Therefore, training during a ""blinded"" condition may present a unique modality and additional balance component that would not be presented during a traditional maximal lift. Further examination of attentional focus and muscle activation differences are warranted.
",J Strength Cond Res. 2021 Aug 1;35(8):2121-2126. doi: 10.1519/JSC.0000000000003096.,https://pubmed.ncbi.nlm.nih.gov/30946265/
13,Muscle activation with swinging loads in bench press.,"Saeterbakken AH, Solstad TEJ, Stien N, Shaw MP, Pedersen H, Andersen V.","The aim of the study was to compare the EMG amplitude in bench press (stable loads) to bench press using loads moving in anteroposterior and mediolateral directions. Seventeen resistance-trained men, with 9.4±4.7 years of resistance training experience were recruited. After a familiarization session assessing 1 repetition maximum (RM) in the bench press, participants performed: 1) bench press with traditional stable loading 2) bench press with loads (2x5kg) attached as pendulums swinging forward/backwards and 3) left/right in randomized order. The total load was 70% of the 1RM load. Electromyography was measured in the pectoralis major, anterior- and posterior deltoid, biceps brachii, triceps brachii and external obliques. Using stable loads, the pectoralis major demonstrated lower EMG amplitude compared to the two unstable conditions. In the external obliques, the stable conditions demonstrated lower EMG amplitude than the swing in the mediolateral direction, but not the anteroposterior direction. There were no differences between two swinging loads or the three conditions for the triceps brachii, biceps brachii, anterior deltoid or posterior deltoid. In conclusion, swinging in bench press resulted in similar EMG amplitude in the shoulder- and arm muscles, but greater pectoralis and external oblique (only mediolateral swing) activity compared to bench press.
",PLoS One. 2020 Sep 17;15(9):e0239202. doi: 10.1371/journal.pone.0239202. eCollection 2020.,https://pubmed.ncbi.nlm.nih.gov/32941526/
14,Bench Press Load-Velocity Profiles and Strength After Overload and Taper Microcyles in Male Powerlifters.,"Williams TD, Esco MR, Fedewa MV, Bishop PA.","Williams, TD, Esco, MR, Fedewa, MV, and Bishop, PA. Bench press load-velocity profiles and strength after overload and taper microcyles in male powerlifters. J Strength Cond Res 34(12): 3338-3345, 2020-The purpose of this study was to quantify the effect of an overload microcycle and taper on bench press velocity and to determine if the load-velocity relationship could accurately predict 1-repetition maximum (1RM). Twelve male powerlifters participated in resistance training structured into an introduction microcycle, overload microcycle (PostOL), and taper (PostTP). At the end of each microcycle, subjects completed a bench press for 1RM assessment consisting of warm-up sets at 40, 55, 70, and 85% of a previously established 1RM. The mean concentric velocity (MCV) was recorded during each warm-up set. A predicted 1RM (p1RM) was calculated using an individualized load-velocity profile (LVP). The average MCV decreased after PostOL (0.66 ± 0.07 m·s) compared with baseline (BL) (p = 0.003; 0.60 ± 0.11 m·s) but increased after PostTP (0.67 ± 0.09 m·s). One-repetition maximum increased from PostOL (146.7 ± 19.8 kg) to PostTP (p = 0.002; 156.1 ± 21.0 kg), with no differences observed between other test sessions (p > 0.05). Bland-Altman analysis indicated that p1RM was consistently higher than measured 1RM (3.4-7.8 kg), and the limits of agreement were extremely wide. However, very large to near perfect correlations (r = 0.89 to 0.96) were observed between p1RM and 1RM during BL, PostOL, and PostTP. The load-velocity relationship established from submaximal sets did not accurately predict 1RM, but MCV was affected by changes in weekly training loads. Velocity-based measurements seem to be more sensitive to changes in training loads than maximal strength.
",J Strength Cond Res. 2020 Dec;34(12):3338-3345. doi: 10.1519/JSC.0000000000003835.,https://pubmed.ncbi.nlm.nih.gov/33021581/
15,Bench press performance during an intermittent hypoxic resistance training to muscle failure.,"Martínez-Guardado I, Sánchez-Ureña B, Olcina G, Camacho-Cardenosa A, Camacho-Cardenosa M, Timón R.","Background:
        
      
      Resistance training performed under hypoxia conditions has been shown to cause major metabolic and hormonal responses. However, the influence of hypoxia on an acute session has been barely studied. The aim of this study was to evaluate the acute effects of an intermittent hypoxic resistance training (IHRT) to muscle failure on bench press performance.
Methods:
        
      
      A randomized crossover design was performed, and 25 untrained men performed a resistance training under two different conditions: normoxia (FIO2=21%) and high-level hypoxia (FIO2=13%). Resistance training consisted of 3 sets of 75% 1RM to muscle failure, with a 2-minute rest between sets. Physical performance was assessed by quantifying total repetitions, concentric velocity and power variable during all sets. Arterial oxygen saturation, heart rate, rating of perceived exertion (RPE), capillary blood lactate and muscle soreness were also assessed after training.
Results:
        
      
      Physical performance during bench press did not differ under hypoxic conditions (P>0.05). However, there were significant increases (P<0.05) of RPE (from 7.5±0.8 to 7.9±0.8) and blood lactate concentrations (from 5.5±1.2 to 6.2±1.5 mmol/L) in the hypoxia group.
Conclusions:
        
      
      These findings suggest that hypoxic resistance exercise does not affect exercise performance during bench press exercise. However, influence to perceived exercise intensity and blood lactate concentrations, suggesting that hypoxic resistance training may add substantially to the training dose experienced.
",J Sports Med Phys Fitness. 2019 Jul;59(7):1138-1143. doi: 10.23736/S0022-4707.18.08940-5. Epub 2018 Oct 1.,https://pubmed.ncbi.nlm.nih.gov/30293408/
16,The 'Bench Rite' Orthosis Decreases Cervical Muscle Activation During the Bench Press.,"Baumgarten KM, Pfiefle BK, Chang KC.","Background:
        
      
      There is little data available that examines the activation of the cervical paraspinal muscles that occurs during the bench press. It is intuitive that activation of these muscles may lead to increased loads across the cervical spine and may increase the risk of injury to the intervertebral disks of the cervical spine.
Hypothesis:
        
      
      The hypothesis of this study is that by supporting the cervical spine with the ""Bench Rite"" cervical spine orthosis, there will be less muscular activation of the cervical paraspinal muscles as determined by electromyography when performing the bench press.
Study design:
        
      
      Comparative electromyographic study - Level of evidence III (case-control study).
Methods:
        
      
      Fifteen healthy subjects performed two sets (with and without the cervical orthosis) of five repetitions of a 60 percent maximum repetition on the bench press for each muscle group tested (pectoralis major, deltoid, C5 paraspinal, trapezius). Electromyography was used to determine the maximum isometric contraction and concentric contraction of each muscle with and without the cervical orthosis. The concentric contraction of each muscle group was reported as a percentage of maximum voluntary isometric contraction.
Results:
        
      
      The use of the ""Bench Rite"" cervical spine orthosis resulted in a statistically significant decrease in muscle activation in the C5 paraspinal (37 percent; p=0.0001) and deltoid muscles (9.8 percent; p=0.001) and a significant increase in trapezius muscle activation (9.3 percent; p=0.03). No differences were found in muscle activation of the pectoralis major with or without the use of the cervical spine orthosis (0.8 percent; p=0.90).
Conclusions:
        
      
      Weightlifters may consider utilizing the ""Bench Rite"" cervical orthosis while performing the bench press to decrease cervical paraspinal muscle activation without impacting the muscle activation of the pectoralis major.
",S D Med. 2021 Apr;74(4):154-157.,https://pubmed.ncbi.nlm.nih.gov/34432961/
17,Concentric-Only Versus Touch-and-Go Bench Press One-Repetition Maximum in Men and Women.,"García-Ramos A, Janicijevic D, Jukic I.","Background:
        
      
      One-repetition maximum (1RM) tests are time-consuming, and they might not always be logistically possible or warranted due to increased risk of injury when performed incorrectly or by novice athletes. Repetitions-to-failure tests are a widespread method of predicting the 1RM, but its accuracy may be compromised by several factors such as the type of exercise, sex, training history, and the number of repetitions completed in the test.
Hypothesis:
        
      
      The touch-and-go bench press would provide a higher 1RM than the concentric-only bench press for both genders regardless of whether the 1RM was obtained by the direct or repetitions-to-failure method and the error in the 1RM prediction would be positively correlated with the number of repetitions performed to failure and negatively correlated with the 1RM strength and resistance training experience.
Study design:
        
      
      Cross-sectional study.
Level of evidence:
        
      
      Level 3.
Methods:
        
      
      A total of 113 adults (87 men and 26 women) were tested on 2 sessions during the concentric-only and touch-and-go bench press. Each session consisted of an incremental loading test until reaching the 1RM load, followed by a repetitions-to-failure test.
Results:
        
      
      The 1RM was higher for the touch-and-go bench press using both the direct (men, 7.80%; women, 7.62%) and repetitions-to-failure method (men, 8.29%; women, 7.49%). A significant, although small, correlation was observed between the error in the estimation of the 1RM and the number of repetitions performed (r = 0.222; P < 0.01), 1RM strength (r = -0.169; P = 0.01), and resistance training experience (r = -0.136; P = 0.05).
Conclusion:
        
      
      The repetitions-to-failure test is a valid method of predicting the 1RM during the concentric-only and touch-and-go bench press variants. However, the accuracy of the prediction could be compromised with weaker and less experienced individuals and if more than 10 repetitions are completed during the repetitions-to-failure test.
Clinical relevance:
        
      
      The repetitions-to-failure test does not require any sophisticated equipment and enables a widespread use in different training environments.
Keywords:
        
      
      1RM prediction; maximum strength; resistance training; upper-body exercise.
",Sports Health. 2021 Jul-Aug;13(4):373-379. doi: 10.1177/1941738120977861. Epub 2021 Feb 5.,https://pubmed.ncbi.nlm.nih.gov/33541232/
18,Effects of bouncing the barbell in bench press on throwing velocity and strength among handball players.,"Løken J, Solstad TEJ, Stien N, Andersen V, Saeterbakken AH.","Bench press is a popular training-exercise in throw related sports such as javelin, baseball and handball. Athletes in these sports often use bouncing (i.e., letting the barbell collide with the chest) to create an increased momentum to accelerate the barbell upwards before completing the movement by throwing the barbell. Importantly, the effects of the bouncing technique in bench press have not been examined. Therefore, the aim of this study was to compare the effects of bench press throw with (BPTbounce) or without bounce (BPT) on throwing velocity (penalty and 3-step), 1-repetition maximum (1-RM) and average power output (20-60kg) in bench press among handball players. Sixteen male amateur handball players (7.1±1.9 years of handball experience) were randomly allocated to an eight-week supplementary power training program (2 x week-1) with either the BPT or BPTbounce. Except for the bounce technique, the training programs were identical and consisted of 3 sets with 3-5 repetitions at 40-60% of 1-RM with maximal effort in free-weight barbell bench press throw. The results revealed no significant differences between the groups in any of the tests (p = 0.109-0.957). However, both groups improved penalty throw (BPT; 4.6%, p<0.001, ES = 0.57; BPTbounce; 5.1%, p = 0.008, ES = 0.91) and 1-RM (BPT; 9.7%, p<0.001, ES = 0.49; BPTbounce; 8.7%, p = 0.018, ES = 0.60), but only the BPT improved the 3-step throw (BPT; 2.9%, p = 0.060, ES = 0.38; BPTbounce; 2.3%, p = 0.216, ES = 0.40). The BPT improved power output only at 20kg and 30kg loads (9.1% and 12.7%; p = 0.018-0.048, ES = 0.43-0.51) whereas BPTbounce demonstrated no significant differences across the loads (p = 0.252-0.806). In conclusion, the bounce technique demonstrated similar effects on throwing velocity, muscle strength and muscle power output as conventional bench press throw without the bounce technique.
",PLoS One. 2021 Nov 19;16(11):e0260297. doi: 10.1371/journal.pone.0260297. eCollection 2021.,https://pubmed.ncbi.nlm.nih.gov/34797886/
19,Impact of Spotter Sex on One Repetition Maximum Bench Press Performance.,"Nickerson BS, Salinas G, Garza JM, Cho S, Snarr RL.","Nickerson, BS, Salinas, G, Garza, JM, Cho, S, and Snarr, RL. Impact of spotter sex on one repetition maximum bench press performance. J Strength Cond Res 35(9): 2397-2400, 2021-Resistance exercise is popular because of favorable health outcomes associated with increased muscular fitness. For these reasons, 1 repetition maximum (1RM), mean velocity (MV), and peak power (PP) are of interest during the bench press. However, research has yet to evaluate whether spotter sex impacts bench press performance. Therefore, the purpose of this study was to determine the impact of spotter sex on bench press performance during a 1RM testing protocol. Twenty resistance-trained individuals (10 men and 10 women) visited the laboratory on 2 separate occasions. Estimated 1RM was self-reported by subjects before the 1RM protocol. During their visits, subjects had their 1RM (kg), MV (m·s-1), and PP (W) determined on a bench press 1RM protocol while using a male or female spotter. Deception was used by telling subjects the intent of the study was to determine the reliability of a linear position transducer for measuring MV and PP during the 1RM trials. The main findings revealed that measured 1RM values for male weight lifters were significantly higher than estimated 1RM values when using both a male (p = 0.01) and female spotter (p < 0.01). In addition, results revealed MV and PP were significantly higher for the 1RM trials when male weight lifters had a male spotter (both p < 0.01). Alternatively, there were no significant differences in estimated vs. measured 1RM values for women as well as no effect of spotter sex on bench press strength (all p > 0.05). Practitioners should note that sex of a spotter does not seem to impact measured 1RM. However, notable influences may be observed within MV and PP.
",J Strength Cond Res. 2021 Sep 1;35(9):2397-2400. doi: 10.1519/JSC.0000000000003156.,https://pubmed.ncbi.nlm.nih.gov/31022106/
20,Hyperventilation-Aided Recovery for Extra Repetitions on Bench Press and Leg Press.,"Sakamoto A, Naito H, Chow CM.","Sakamoto, A, Naito, H, and Chow, CM. Hyperventilation-aided recovery for extra repetitions on bench press and leg press. J Strength Cond Res 34(5): 1274-1284, 2020-Hyperventilation (HV)-induced alkalosis, an ergogenic strategy, improved repeated pedaling sprint performance through enhanced H removal. However, it did not confer beneficial effects on other forms of exercises. This study investigated the benefits of HV-aided recovery on lifting repetitions and joint velocity during resistance training involving multiple joints and both concentric and eccentric contractions. Eleven power-trained men (mean ± SD age: 22.5 ± 4.3 years, training experience: 8.3 ± 3.6 years) performed 6 sets each of bench press and leg press at 80% 1 repetition maximum. Each set was continued until failure, with a 5-minute recovery between sets. In protocol A, HV was implemented for 30 seconds before the first, third, and fifth sets of each exercise (HV-aided recovery), whereas spontaneous breathing continued throughout the recovery before the second, fourth, and sixth sets (control recovery). In protocol B, the order of the HV and control recoveries was reversed. For both protocols, reductions in repetitions (range: -4.7% to -22.5%) and velocity (range: -23.1% to -37.7%) were consistently observed after control recovery (p < 0.05), whereas HV-aided recovery resulted in increased repetitions (range: +21.3% to +55.7%) and velocity (range: +6.3% to +15.3%) (p < 0.05) or no reductions in these measures from the previous set. The total repetitions performed across 6 sets (protocols A and B combined) were greater after the HV-aided than control recovery (p ≤ 0.001) in bench press (44 ± 10 vs. 36 ± 10 reps, increased by 27.1 ± 24.1%) and leg press (64 ± 9 vs. 50 ± 15 reps, increased by 35.2 ± 29.5%). Hyperventilation-aided recovery may boost the effectiveness of resistance training through increased training volume and lifting velocity.
",J Strength Cond Res. 2020 May;34(5):1274-1284. doi: 10.1519/JSC.0000000000003506.,https://pubmed.ncbi.nlm.nih.gov/32329989/
21,Postactivation Performance Enhancement of Concentric Bench Press Throw After Eccentric-Only Conditioning Exercise.,"Krzysztofik M, Wilk M, Lockie RG, Golas A, Zajac A, Bogdanis GC.","Krzysztofik, M, Wilk, M, Lockie, RG, Golas, A, Zajac, A, and Bogdanis, GC. Postactivation performance enhancement of concentric bench press throw after eccentric-only conditioning exercise. J Strength Cond Res XX(X): 000-000, 2020-This study examined changes in power output and bar velocity in the concentric-only bench press throw (CONONLY) after a sets of eccentric-only bench press exercises (ECCONLY) at 2 supramaximal loads. Thirteen strength-trained men participated in this study (age = 25.7 ± 1.9 years, body mass = 94.8 ± 8 kg, 1 repetition maximum [1RM] = 147 ± 14.2 kg, and strength training experience = 6.5 ± 2.2 years). The subjects performed 2 conditioning sets of the bench press exercise of 2 repetitions each, with a 5 minutes rest interval between sets, using the ECCONLY mode against 110% or 130% of concentric 1RM load. The 1 repetition of the CONONLY bench press throw with a load of 30% 1RM was performed before and 5 minutes after the conditioning activity (CA) to assess changes in peak power (PP) and peak velocity (PV). The differences between the analyzed variables before and after the CA were determined using a 2-way repeated measures analysis of variance. There was an increase of PP by 10.5 ± 6.0% (effect size [ES] = 0.34) and 9.9 ± 8.1% (ES = 0.33) for the 110 and 130% of concentric 1RM conditions, respectively, with no difference between the 2 conditions (p < 0.01 main effect time, no interaction). Similarly, PV increased by 5.9 ± 5.5% (ES = 0.40) and 6.1 ± 6.1% (ES = 0.43) for the 110 and 130% of concentric 1RM conditions, respectively, with no difference between the 2 conditions (p < 0.01 main effect time, no interaction). Activation with an ECCONLY contraction and loads exceeding 1RM are effective at improving power output and bar velocity during the CONONLY bench press throw.
",J Strength Cond Res. 2020 Aug 18. doi: 10.1519/JSC.0000000000003802. Online ahead of print.,https://pubmed.ncbi.nlm.nih.gov/32826834/
